"SGG_PHESANT_ID","SGG_PHESANT_ID_sub","N_pairs","r2","Neale_pheno_ID","Neale_pheno_ID_sub","Neale_file_sex","description","variable_type","SGG_request","PHESANT_processed","SGG_location","Neale_downloaded","category","define_category:T/F","v2_exists","v2_downloaded","num_IVs"
"100280","100280","8262",0.147331864239293,"100280",100280,"both","Added milk to filtered coffee","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,2
"100360","100360","8262",0.128821228146805,"100360",100360,"both","Decaffeinated coffee","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,0
"100370","100370","8262",0.0172434379411897,"100370",100370,"both","Intake of sugar added to coffee","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,2
"100390","100390","8262",0.0358790268560161,"100390",100390,"both","Tea consumed","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,1
"100400","100400","8262",0.0404822115802092,"100400",100400,"both","Standard tea intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,1
"100460","100460","8262",0.0556720499875929,"100460",100460,"both","Added milk to standard tea","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,1
"100580","100580","8262",0.196324469506677,"100580",100580,"both","Alcohol consumed","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,1
"100590","100590","8262",0.179073383612981,"100590",100590,"both","Red wine intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,0
"100630","100630","8262",0.11289595303752,"100630",100630,"both","Rose wine intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,11
"100670","100670","8262",0.174917192340232,"100670",100670,"both","White wine intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,2
"100720","100720","8259",0.119835337420376,"100720",100720,"both","Fortified wine intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,32
"100730","100730","8262",0.070720699908576,"100730",100730,"both","Spirits intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,5
"100760","100760","8262",0.0769477228962706,"100760",100760,"both","Breakfast cereal consumed","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,1
"100890","100890","8262",0.0504888920043149,"100890",100890,"both","Milk added to cereal","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,1
"100920_2102","100920","8262",0.241620893558239,"100920_2102",100920,"both","Type milk consumed: semiskimmed","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,0
"100920_2103","100920","8262",0.299875977399532,"100920_2103",100920,"both","Type milk consumed: skimmed","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,0
"100920_2104","100920","8262",0.280590369386356,"100920_2104",100920,"both","Type milk consumed: wholemilk","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,0
"100920_2105","100920","8262",0.0509196431462907,"100920_2105",100920,"both","Type milk consumed: soya with calcium","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,0
"100920_2106","100920","8262",0.0243469929696617,"100920_2106",100920,"both","Type milk consumed: soya without calcium","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,0
"100920_2107","100920","8262",0.0613344031756219,"100920_2107",100920,"both","Type milk consumed: goat/sheep milk","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,0
"100920_2109","100920","8262",0.0112644834151422,"100920_2109",100920,"both","Type milk consumed: powdered milk","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,0
"100940","100940","8262",0.0221009979075289,"100940",100940,"both","Bread consumed","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,0
"1011","1011","21091",0.0139960629175999,"1011",1011,"both","Frequency of light DIY in last 4 weeks","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,1
"102080","102080","8262",0.082003051956758,"102080",102080,"both","Yogurt/ice-cream consumers","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,0
"1021","1021","20876",0.0152840376490178,"1021",1021,"both","Duration of light DIY","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,2
"102130","102130","8262",0.114498839969539,"102130",102130,"both","Dessert consumers","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,1
"102190","102190","8262",0.059119485233524,"102190",102190,"both","Cake intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,1
"102250","102250","8262",0.0517788843925932,"102250",102250,"both","Sweet snack consumers","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,0
"102280","102280","8262",0.0171464173844502,"102280",102280,"both","Milk chocolate intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,8
"102290","102290","8258",0.0113552064209302,"102290",102290,"both","Dark chocolate intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin4/out_bin4..tsv","YES","diet",FALSE,FALSE,NA,12
"102360","102360","8262",0.0435421747640053,"102360",102360,"both","Sweet biscuits intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,3
"102400","102400","8262",0.0682202061059659,"102400",102400,"both","Savoury snack consumers","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,1
"102440","102440","8262",0.0280281830426388,"102440",102440,"both","Unsalted nuts intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,6
"102460","102460","8262",0.0632831033323632,"102460",102460,"both","Crisp intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,2
"102700","102700","8262",0.287185618170014,"102700",102700,"both","Starchy food consumers","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,0
"102800","102800","8262",0.0721611562754244,"102800",102800,"both","Cheese consumers","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,1
"102820","102820","8262",0.0420059794709038,"102820",102820,"both","Hard cheese intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,1
"102830","102830","8262",0.0574076236540581,"102830",102830,"both","Soft cheese intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,8
"102840","102840","8261",0.0337702363748744,"102840",102840,"both","Blue cheese intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,21
"102930","102930","8262",0.160598669140227,"102930",102930,"both","Egg consumers","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,0
"103000","103000","8262",0.151244172030217,"103000",103000,"both","Meat consumers","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,1
"103020","103020","8262",0.283586351178048,"103020",103020,"both","Beef intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,1
"103060","103060","8260",0.236461715175645,"103060",103060,"both","Poultry intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,0
"103070","103070","8262",0.118752578695653,"103070",103070,"both","Bacon intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,1
"103140","103140","8262",0.209197743333162,"103140",103140,"both","Fish consumer","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,0
"103250","103250","8262",0.164333618356363,"103250",103250,"both","Vegetarian alternatives intake","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,0
"103990","103990","8262",0.0637421507729476,"103990",103990,"both","Vegetable consumers","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,0
"104020","104020","8262",0.179741034041841,"104020",104020,"both","Fried potatoes intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,0
"104090","104090","8262",0.0628485922871767,"104090",104090,"both","Side salad intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,0
"104170","104170","8262",0.245362527503329,"104170",104170,"both","Carrot intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,0
"104210","104210","8262",0.0329318513519258,"104210",104210,"both","Cucumber intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,2
"104240","104240","8262",0.0705947937715304,"104240",104240,"both","Lettuce intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,0
"104290","104290","8262",0.110036352778093,"104290",104290,"both","Sweet pepper intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,0
"104340","104340","8262",0.051985413438369,"104340",104340,"both","Fresh tomato intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,0
"104400","104400","8262",0.0411586343656177,"104400",104400,"both","Fruit consumers","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,0
"104450","104450","8262",0.0264574955547146,"104450",104450,"both","Apple intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,1
"104460","104460","8262",0.0413810332801131,"104460",104460,"both","Banana intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,1
"104530","104530","8262",0.0230043545012007,"104530",104530,"both","Orange intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,2
"104670","104670","8262",0.12527852300329,"104670",104670,"both","Vitamin supplement user","binary",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","diet",FALSE,FALSE,NA,0
"104900","104900","8262",0.0139166049640988,"104900",104900,"both","Time spent doing vigorous physical activity","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","lifestyle",FALSE,FALSE,NA,0
"104910","104910","8262",0.0212803674036897,"104910",104910,"both","Time spent doing moderate physical activity","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin5/out_bin5..tsv","YES","lifestyle",FALSE,FALSE,NA,1
"1050","1050","63420",0.0438401040924409,"1050",1050,"both","Time spend outdoors in summer","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,32
"1060","1060","48247",0.0120441152332537,"1060",1060,"both","Time spent outdoors in winter","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,5
"1070","1070","69100",0.129794160268534,"1070",1070,"both","Time spent watching television (TV)","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,76
"1080","1080","44962",0.0131932891749188,"1080",1080,"both","Time spent using computer","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,44
"1100","1100","62980",0.0186809097445208,"1100",1100,"both","Drive faster than motorway speed limit","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,16
"1110","1110","73264",0.062581339307154,"1110",1110,"both","Length of mobile phone use","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,19
"1120","1120","53342",0.0304185701980386,"1120",1120,"both","Weekly usage of mobile phone in last 3 months","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,4
"1130","1130","53841",0.0155475267026874,"1130",1130,"both","Hands-free device/speakerphone use with mobile phone in last 3 month","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,3
"1160","1160","74421",0.0132243644311444,"1160",1160,"both","Sleep duration","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,45
"1180","1180","59990",0.0141050280199147,"1180",1180,"both","Morning/evening person (chronotype)","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,89
"1190","1190","75014",0.0102316047854134,"1190",1190,"both","Nap during day","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,58
"1239","1239","74982",0.0626273933318974,"1239",1239,"both","Current tobacco smoking","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,18
"1249","1249","67781",0.0379833287160379,"1249",1249,"both","Past tobacco smoking","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,62
"1259","1259","68131",0.48947474956606,"1259",1259,"both","Smoking/smokers in household","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,0
"1269","1269","66373",0.0458045644265184,"1269",1269,"both","Exposure to tobacco smoke at home","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,0
"1279","1279","58859",0.0148204861251533,"1279",1279,"both","Exposure to tobacco smoke outside home","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","lifestyle",FALSE,FALSE,NA,1
"1289","1289","71961",0.073776219757318,"1289",1289,"both","Cooked vegetable intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,6
"129","129","70550",0.352911498079287,"129_irnt",129,"both","Place of birth in UK - north co-ordinate","continuous_irnt",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21068/bin1/out_bin1..tsv","YES","lifestyle",FALSE,TRUE,TRUE,119
"1299","1299","66637",0.0422400432604918,"1299",1299,"both","Salad / raw vegetable intake","ordinal",TRUE,"YES","/data/sgg2/jenny/data/UKBB_processed/PHESANT/ukb21067/bin1/out_bin1..tsv","YES","diet",FALSE,FALSE,NA,11
